
###############################

###############################
ADULT_COMPLEX, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 4402.074821002316, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_test.csv']
data = data.merge(complications .. , 2.503633499145508, 26.530027389526367, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 8.506059646606445, 35.03608703613281, UNKNOWN
data = data[['smoker', 'las .. , 3.0121803283691406, 38.04826736450195, UNKNOWN
train_test_split .. , 0.0, 38.04826736450195, UNKNOWN
train_test_split .. , 681.189775466919, 719.2380428314209, UNKNOWN
train_test_split .. , 87.80384063720703, 807.0418834686279, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 31.785011291503906, 838.8268947601318, UNKNOWN
data = patients.merge .. , 5.039691925048828, 843.8665866851807, UNKNOWN
complications = data.groupby .. , 4.050493240356445, 847.9170799255371, UNKNOWN
data = data.merge(complications .. , 6.042718887329102, 853.9597988128662, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.60175895690918, 864.5615577697754, UNKNOWN
data = data[['smoker', 'las .. , 10.093212127685547, 874.6547698974609, UNKNOWN
train_test_split .. , 7.56072998046875, 882.2154998779297, UNKNOWN
train_test_split .. , 601.5379428863525, 1483.7534427642822, UNKNOWN
train_test_split .. , 101.42040252685547, 1585.1738452911377, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 9.007692337036133, 9.007692337036133, UNKNOWN
data = patients.merge .. , 9.010076522827148, 18.01776885986328, UNKNOWN
complications = data.groupby .. , 10.094165802001953, 28.111934661865234, UNKNOWN
data = data.merge(complications .. , 6.001710891723633, 34.11364555358887, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 34.11364555358887, UNKNOWN
data = data[['smoker', 'las .. , 10.517358779907227, 44.631004333496094, UNKNOWN
train_test_split .. , 0.0, 44.631004333496094, UNKNOWN
train_test_split .. , 690.1750564575195, 734.8060607910156, UNKNOWN
train_test_split .. , 92.0705795288086, 826.8766403198242, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 31.589031219482422, 858.4656715393066, UNKNOWN
data = patients.merge .. , 4.508018493652344, 862.973690032959, UNKNOWN
complications = data.groupby .. , 5.516767501831055, 868.49045753479, UNKNOWN
data = data.merge(complications .. , 4.511356353759766, 873.0018138885498, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 11.518001556396484, 884.5198154449463, UNKNOWN
data = data[['smoker', 'las .. , 9.010553359985352, 893.5303688049316, UNKNOWN
train_test_split .. , 10.015249252319336, 903.545618057251, UNKNOWN
train_test_split .. , 605.5605411529541, 1509.106159210205, UNKNOWN
train_test_split .. , 97.84531593322754, 1606.9514751434326, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 6.043434143066406, 6.043434143066406, UNKNOWN
data = patients.merge .. , 4.50444221496582, 10.547876358032227, UNKNOWN
complications = data.groupby .. , 5.012750625610352, 15.560626983642578, UNKNOWN
data = data.merge(complications .. , 3.5178661346435547, 19.078493118286133, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 6.084442138671875, 25.162935256958008, UNKNOWN
data = data[['smoker', 'las .. , 0.0, 25.162935256958008, UNKNOWN
train_test_split .. , 3.0105113983154297, 28.173446655273438, UNKNOWN
train_test_split .. , 696.6490745544434, 724.8225212097168, UNKNOWN
train_test_split .. , 92.86665916442871, 817.6891803741455, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 27.988433837890625, 845.6776142120361, UNKNOWN
data = patients.merge .. , 4.016637802124023, 849.6942520141602, UNKNOWN
complications = data.groupby .. , 8.504629135131836, 858.198881149292, UNKNOWN
data = data.merge(complications .. , 4.002094268798828, 862.2009754180908, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 12.01939582824707, 874.2203712463379, UNKNOWN
data = data[['smoker', 'las .. , 8.504629135131836, 882.7250003814697, UNKNOWN
train_test_split .. , 4.021167755126953, 886.7461681365967, UNKNOWN
train_test_split .. , 594.4178104400635, 1481.1639785766602, UNKNOWN
train_test_split .. , 97.41783142089844, 1578.5818099975586, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 8.026123046875, 8.026123046875, UNKNOWN
data = patients.merge .. , 2.004384994506836, 10.030508041381836, UNKNOWN
complications = data.groupby .. , 0.0, 10.030508041381836, UNKNOWN
data = data.merge(complications .. , 10.051727294921875, 20.08223533630371, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 20.08223533630371, UNKNOWN
data = data[['smoker', 'las .. , 4.044294357299805, 24.126529693603516, UNKNOWN
train_test_split .. , 6.035804748535156, 30.162334442138672, UNKNOWN
train_test_split .. , 714.7212028503418, 744.8835372924805, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 8.544921875, 8.544921875, UNKNOWN
data = patients.merge .. , 4.502773284912109, 13.04769515991211, UNKNOWN
complications = data.groupby .. , 5.509138107299805, 18.556833267211914, UNKNOWN
data = data.merge(complications .. , 5.007505416870117, 23.56433868408203, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 23.56433868408203, UNKNOWN
data = data[['smoker', 'las .. , 0.0, 23.56433868408203, UNKNOWN
train_test_split .. , 0.0, 23.56433868408203, UNKNOWN
train_test_split .. , 667.7980422973633, 691.3623809814453, UNKNOWN
train_test_split .. , 93.64485740661621, 785.0072383880615, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 30.67803382873535, 815.6852722167969, UNKNOWN
data = patients.merge .. , 0.0, 815.6852722167969, UNKNOWN
complications = data.groupby .. , 10.52999496459961, 826.2152671813965, UNKNOWN
data = data.merge(complications .. , 8.009910583496094, 834.2251777648926, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.059118270874023, 844.2842960357666, UNKNOWN
data = data[['smoker', 'las .. , 10.091543197631836, 854.3758392333984, UNKNOWN
train_test_split .. , 0.0, 854.3758392333984, UNKNOWN
train_test_split .. , 646.9211578369141, 1501.2969970703125, UNKNOWN
train_test_split .. , 103.01542282104492, 1604.3124198913574, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 6.006002426147461, 6.006002426147461, UNKNOWN
data = patients.merge .. , 3.9997100830078125, 10.005712509155273, UNKNOWN
complications = data.groupby .. , 5.579471588134766, 15.585184097290039, UNKNOWN
data = data.merge(complications .. , 4.000186920166016, 19.585371017456055, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 3.0372142791748047, 22.62258529663086, UNKNOWN
data = data[['smoker', 'las .. , 3.464937210083008, 26.087522506713867, UNKNOWN
train_test_split .. , 5.999565124511719, 32.087087631225586, UNKNOWN
train_test_split .. , 690.3436183929443, 722.4307060241699, UNKNOWN
train_test_split .. , 88.81568908691406, 811.246395111084, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 29.15501594543457, 840.4014110565186, UNKNOWN
data = patients.merge .. , 5.504369735717773, 845.9057807922363, UNKNOWN
complications = data.groupby .. , 5.504608154296875, 851.4103889465332, UNKNOWN
data = data.merge(complications .. , 4.3506622314453125, 855.7610511779785, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 9.008646011352539, 864.769697189331, UNKNOWN
data = data[['smoker', 'las .. , 9.008407592773438, 873.7781047821045, UNKNOWN
train_test_split .. , 7.007837295532227, 880.7859420776367, UNKNOWN
train_test_split .. , 597.0966815948486, 1477.8826236724854, UNKNOWN
train_test_split .. , 97.53799438476562, 1575.420618057251, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 2.50244140625, 2.50244140625, UNKNOWN
data = patients.merge .. , 10.012149810791016, 12.514591217041016, UNKNOWN
complications = data.groupby .. , 6.509065628051758, 19.023656845092773, UNKNOWN
data = data.merge(complications .. , 2.009153366088867, 21.03281021118164, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 8.505821228027344, 29.538631439208984, UNKNOWN
data = data[['smoker', 'las .. , 7.024526596069336, 36.56315803527832, UNKNOWN
train_test_split .. , 0.0, 36.56315803527832, UNKNOWN
train_test_split .. , 695.366382598877, 731.9295406341553, UNKNOWN
train_test_split .. , 92.2849178314209, 824.2144584655762, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 36.263227462768555, 860.4776859283447, UNKNOWN
data = patients.merge .. , 0.0, 860.4776859283447, UNKNOWN
complications = data.groupby .. , 11.01231575012207, 871.4900016784668, UNKNOWN
data = data.merge(complications .. , 9.003639221191406, 880.4936408996582, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.032892227172852, 890.526533126831, UNKNOWN
data = data[['smoker', 'las .. , 13.036727905273438, 903.5632610321045, UNKNOWN
train_test_split .. , 7.511615753173828, 911.0748767852783, UNKNOWN
train_test_split .. , 612.8451824188232, 1523.9200592041016, UNKNOWN
train_test_split .. , 106.84895515441895, 1630.7690143585205, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 10.015726089477539, 10.015726089477539, UNKNOWN
data = patients.merge .. , 7.507801055908203, 17.523527145385742, UNKNOWN
complications = data.groupby .. , 7.505893707275391, 25.029420852661133, UNKNOWN
data = data.merge(complications .. , 7.524013519287109, 32.55343437194824, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 7.00831413269043, 39.56174850463867, UNKNOWN
data = data[['smoker', 'las .. , 3.0066967010498047, 42.56844520568848, UNKNOWN
train_test_split .. , 7.0037841796875, 49.57222938537598, UNKNOWN
train_test_split .. , 726.1483669281006, 775.7205963134766, UNKNOWN
train_test_split .. , 92.1931266784668, 867.9137229919434, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 26.03006362915039, 893.9437866210938, UNKNOWN
data = patients.merge .. , 5.551815032958984, 899.4956016540527, UNKNOWN
complications = data.groupby .. , 9.508132934570312, 909.003734588623, UNKNOWN
data = data.merge(complications .. , 3.550291061401367, 912.5540256500244, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.02192497253418, 922.5759506225586, UNKNOWN
data = data[['smoker', 'las .. , 16.059398651123047, 938.6353492736816, UNKNOWN
train_test_split .. , 10.017156600952148, 948.6525058746338, UNKNOWN
train_test_split .. , 646.6622352600098, 1595.3147411346436, UNKNOWN
train_test_split .. , 103.36565971374512, 1698.6804008483887, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 6.502389907836914, 6.502389907836914, UNKNOWN
data = patients.merge .. , 4.00543212890625, 10.507822036743164, UNKNOWN
complications = data.groupby .. , 4.043340682983398, 14.551162719726562, UNKNOWN
data = data.merge(complications .. , 0.0, 14.551162719726562, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 14.551162719726562, UNKNOWN
data = data[['smoker', 'las .. , 7.543325424194336, 22.0944881439209, UNKNOWN
train_test_split .. , 0.0, 22.0944881439209, UNKNOWN
train_test_split .. , 677.4659156799316, 699.5604038238525, UNKNOWN
train_test_split .. , 87.12029457092285, 786.6806983947754, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 32.097578048706055, 818.7782764434814, UNKNOWN
data = patients.merge .. , 6.507635116577148, 825.2859115600586, UNKNOWN
complications = data.groupby .. , 0.0, 825.2859115600586, UNKNOWN
data = data.merge(complications .. , 4.507780075073242, 829.7936916351318, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.50532341003418, 835.299015045166, UNKNOWN
data = data[['smoker', 'las .. , 10.202884674072266, 845.5018997192383, UNKNOWN
train_test_split .. , 10.507345199584961, 856.0092449188232, UNKNOWN
train_test_split .. , 616.666316986084, 1472.6755619049072, UNKNOWN
train_test_split .. , 112.00833320617676, 1584.683895111084, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 0.0, 0.0, UNKNOWN
data = patients.merge .. , 10.086297988891602, 10.086297988891602, UNKNOWN
complications = data.groupby .. , 8.507251739501953, 18.593549728393555, UNKNOWN
data = data.merge(complications .. , 10.514259338378906, 29.10780906677246, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 13.020992279052734, 42.128801345825195, UNKNOWN
data = data[['smoker', 'las .. , 6.003141403198242, 48.13194274902344, UNKNOWN
train_test_split .. , 0.0, 48.13194274902344, UNKNOWN
train_test_split .. , 677.3402690887451, 725.4722118377686, UNKNOWN
train_test_split .. , 92.14377403259277, 817.6159858703613, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 36.12041473388672, 853.736400604248, UNKNOWN
data = patients.merge .. , 4.006385803222656, 857.7427864074707, UNKNOWN
complications = data.groupby .. , 6.004810333251953, 863.7475967407227, UNKNOWN
data = data.merge(complications .. , 4.007577896118164, 867.7551746368408, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 6.005525588989258, 873.7607002258301, UNKNOWN
data = data[['smoker', 'las .. , 10.01882553100586, 883.7795257568359, UNKNOWN
train_test_split .. , 10.007858276367188, 893.7873840332031, UNKNOWN
train_test_split .. , 651.5185832977295, 1545.3059673309326, UNKNOWN
train_test_split .. , 100.19469261169434, 1645.500659942627, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 8.008241653442383, 8.008241653442383, UNKNOWN
data = patients.merge .. , 4.518985748291016, 12.527227401733398, UNKNOWN
complications = data.groupby .. , 4.544734954833984, 17.071962356567383, UNKNOWN
data = data.merge(complications .. , 4.506587982177734, 21.578550338745117, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 6.597042083740234, 28.17559242248535, UNKNOWN
data = data[['smoker', 'las .. , 3.503561019897461, 31.679153442382812, UNKNOWN
train_test_split .. , 4.040241241455078, 35.71939468383789, UNKNOWN
train_test_split .. , 669.517993927002, 705.2373886108398, UNKNOWN
train_test_split .. , 87.86129951477051, 793.0986881256104, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 27.530670166015625, 820.629358291626, UNKNOWN
data = patients.merge .. , 4.008054733276367, 824.6374130249023, UNKNOWN
complications = data.groupby .. , 8.022069931030273, 832.6594829559326, UNKNOWN
data = data.merge(complications .. , 4.502296447753906, 837.1617794036865, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.012626647949219, 847.1744060516357, UNKNOWN
data = data[['smoker', 'las .. , 10.052919387817383, 857.2273254394531, UNKNOWN
train_test_split .. , 10.510444641113281, 867.7377700805664, UNKNOWN
train_test_split .. , 662.355899810791, 1530.0936698913574, UNKNOWN
train_test_split .. , 98.98519515991211, 1629.0788650512695, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 8.023262023925781, 1637.1021270751953, UNKNOWN
data = patients.merge .. , 4.013776779174805, 1641.1159038543701, UNKNOWN
complications = data.groupby .. , 7.511138916015625, 1648.6270427703857, UNKNOWN
data = data.merge(complications .. , 3.5104751586914062, 1652.1375179290771, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.022525787353516, 1657.1600437164307, UNKNOWN
data = data[['smoker', 'las .. , 4.016399383544922, 1661.1764430999756, UNKNOWN
train_test_split .. , 6.019353866577148, 1667.1957969665527, UNKNOWN
train_test_split .. , 601.7463207244873, 2268.94211769104, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 7.003068923950195, 7.003068923950195, UNKNOWN
data = patients.merge .. , 4.009246826171875, 11.01231575012207, UNKNOWN
complications = data.groupby .. , 3.0193328857421875, 14.031648635864258, UNKNOWN
data = data.merge(complications .. , 4.009485244750977, 18.041133880615234, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.513429641723633, 23.554563522338867, UNKNOWN
data = data[['smoker', 'las .. , 5.007743835449219, 28.562307357788086, UNKNOWN
train_test_split .. , 4.00233268737793, 32.564640045166016, UNKNOWN
train_test_split .. , 684.288501739502, 716.853141784668, UNKNOWN
train_test_split .. , 91.97688102722168, 808.8300228118896, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 28.067588806152344, 836.897611618042, UNKNOWN
data = patients.merge .. , 5.003690719604492, 841.9013023376465, UNKNOWN
complications = data.groupby .. , 6.530284881591797, 848.4315872192383, UNKNOWN
data = data.merge(complications .. , 0.0, 848.4315872192383, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 7.515907287597656, 855.9474945068359, UNKNOWN
data = data[['smoker', 'las .. , 8.54802131652832, 864.4955158233643, UNKNOWN
train_test_split .. , 6.011486053466797, 870.507001876831, UNKNOWN
train_test_split .. , 612.8659248352051, 1483.3729267120361, UNKNOWN
train_test_split .. , 87.34631538391113, 1570.7192420959473, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 25.311708450317383, 25.311708450317383, UNKNOWN
data = patients.merge .. , 11.049985885620117, 36.3616943359375, UNKNOWN
complications = data.groupby .. , 10.023832321166992, 46.38552665710449, UNKNOWN
data = data.merge(complications .. , 4.010915756225586, 50.39644241333008, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 3.519773483276367, 53.916215896606445, UNKNOWN
data = data[['smoker', 'las .. , 1.5189647674560547, 55.4351806640625, UNKNOWN
train_test_split .. , 1.5177726745605469, 56.95295333862305, UNKNOWN
train_test_split .. , 939.9666786193848, 996.9196319580078, UNKNOWN
train_test_split .. , 100.01969337463379, 1096.9393253326416, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 89.3545150756836, 1186.2938404083252, UNKNOWN
data = patients.merge .. , 2.511262893676758, 1188.805103302002, UNKNOWN
complications = data.groupby .. , 10.057449340820312, 1198.8625526428223, UNKNOWN
data = data.merge(complications .. , 4.528999328613281, 1203.3915519714355, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.537748336791992, 1208.9293003082275, UNKNOWN
data = data[['smoker', 'las .. , 12.579202651977539, 1221.508502960205, UNKNOWN
train_test_split .. , 2.512216567993164, 1224.0207195281982, UNKNOWN
train_test_split .. , 757.6448917388916, 1981.6656112670898, UNKNOWN
train_test_split .. , 105.00884056091309, 2086.674451828003, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 9.780645370483398, 9.780645370483398, UNKNOWN
data = patients.merge .. , 6.0176849365234375, 15.798330307006836, UNKNOWN
complications = data.groupby .. , 14.010906219482422, 29.809236526489258, UNKNOWN
data = data.merge(complications .. , 4.122018814086914, 33.93125534057617, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.09333610534668, 39.02459144592285, UNKNOWN
data = data[['smoker', 'las .. , 4.554271697998047, 43.5788631439209, UNKNOWN
train_test_split .. , 4.021406173706055, 47.60026931762695, UNKNOWN
train_test_split .. , 939.9704933166504, 987.5707626342773, UNKNOWN
train_test_split .. , 104.67410087585449, 1092.2448635101318, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 27.554750442504883, 1119.7996139526367, UNKNOWN
data = patients.merge .. , 4.997730255126953, 1124.7973442077637, UNKNOWN
complications = data.groupby .. , 5.530595779418945, 1130.3279399871826, UNKNOWN
data = data.merge(complications .. , 3.9968490600585938, 1134.3247890472412, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 8.545637130737305, 1142.8704261779785, UNKNOWN
data = data[['smoker', 'las .. , 9.556055068969727, 1152.4264812469482, UNKNOWN
train_test_split .. , 6.0291290283203125, 1158.4556102752686, UNKNOWN
train_test_split .. , 731.0092449188232, 1889.4648551940918, UNKNOWN
train_test_split .. , 100.25930404663086, 1989.7241592407227, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 3.5076141357421875, 1993.2317733764648, UNKNOWN
data = patients.merge .. , 4.5833587646484375, 1997.8151321411133, UNKNOWN
complications = data.groupby .. , 4.029750823974609, 2001.844882965088, UNKNOWN
data = data.merge(complications .. , 4.5146942138671875, 2006.359577178955, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.51295280456543, 2011.8725299835205, UNKNOWN
data = data[['smoker', 'las .. , 4.540205001831055, 2016.4127349853516, UNKNOWN
train_test_split .. , 3.5059452056884766, 2019.91868019104, UNKNOWN
train_test_split .. , 659.8505973815918, 2679.769277572632, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 7.011175155639648, 7.011175155639648, UNKNOWN
data = patients.merge .. , 4.019975662231445, 11.031150817871094, UNKNOWN
complications = data.groupby .. , 7.020235061645508, 18.0513858795166, UNKNOWN
data = data.merge(complications .. , 3.0052661895751953, 21.056652069091797, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 4.004001617431641, 25.060653686523438, UNKNOWN
data = data[['smoker', 'las .. , 3.5009384155273438, 28.56159210205078, UNKNOWN
train_test_split .. , 3.0031204223632812, 31.564712524414062, UNKNOWN
train_test_split .. , 861.039400100708, 892.6041126251221, UNKNOWN
train_test_split .. , 106.4291000366211, 999.0332126617432, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 31.5706729888916, 1030.6038856506348, UNKNOWN
data = patients.merge .. , 5.007743835449219, 1035.611629486084, UNKNOWN
complications = data.groupby .. , 6.002902984619141, 1041.6145324707031, UNKNOWN
data = data.merge(complications .. , 6.026744842529297, 1047.6412773132324, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 8.208036422729492, 1055.849313735962, UNKNOWN
data = data[['smoker', 'las .. , 9.512186050415039, 1065.361499786377, UNKNOWN
train_test_split .. , 5.000591278076172, 1070.3620910644531, UNKNOWN
train_test_split .. , 747.9090690612793, 1818.2711601257324, UNKNOWN
train_test_split .. , 104.5081615447998, 1922.7793216705322, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 16.286849975585938, 16.286849975585938, UNKNOWN
data = patients.merge .. , 23.328304290771484, 39.61515426635742, UNKNOWN
complications = data.groupby .. , 8.026361465454102, 47.64151573181152, UNKNOWN
data = data.merge(complications .. , 15.56706428527832, 63.208580017089844, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 20.081520080566406, 83.29010009765625, UNKNOWN
data = data[['smoker', 'las .. , 92.57674217224121, 175.86684226989746, UNKNOWN
train_test_split .. , 13.581037521362305, 189.44787979125977, UNKNOWN
train_test_split .. , 946.6006755828857, 1136.0485553741455, UNKNOWN
train_test_split .. , 96.44317626953125, 1232.4917316436768, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 59.9825382232666, 1292.4742698669434, UNKNOWN
data = patients.merge .. , 13.383150100708008, 1305.8574199676514, UNKNOWN
complications = data.groupby .. , 9.023904800415039, 1314.8813247680664, UNKNOWN
data = data.merge(complications .. , 15.083074569702148, 1329.9643993377686, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 20.657062530517578, 1350.6214618682861, UNKNOWN
data = data[['smoker', 'las .. , 20.075321197509766, 1370.696783065796, UNKNOWN
train_test_split .. , 27.58169174194336, 1398.2784748077393, UNKNOWN
train_test_split .. , 758.659839630127, 2156.938314437866, UNKNOWN
train_test_split .. , 106.8873405456543, 2263.8256549835205, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 13.546943664550781, 13.546943664550781, UNKNOWN
data = patients.merge .. , 18.566608428955078, 32.11355209350586, UNKNOWN
complications = data.groupby .. , 6.046295166015625, 38.159847259521484, UNKNOWN
data = data.merge(complications .. , 16.077756881713867, 54.23760414123535, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 16.08896255493164, 70.32656669616699, UNKNOWN
data = data[['smoker', 'las .. , 89.22767639160156, 159.55424308776855, UNKNOWN
train_test_split .. , 14.595270156860352, 174.1495132446289, UNKNOWN
train_test_split .. , 713.6003971099854, 887.7499103546143, UNKNOWN
train_test_split .. , 103.44171524047852, 991.1916255950928, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 30.210256576538086, 1021.4018821716309, UNKNOWN
data = patients.merge .. , 14.60719108581543, 1036.0090732574463, UNKNOWN
complications = data.groupby .. , 6.011724472045898, 1042.0207977294922, UNKNOWN
data = data.merge(complications .. , 14.079809188842773, 1056.100606918335, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.037630081176758, 1073.1382369995117, UNKNOWN
data = data[['smoker', 'las .. , 20.596027374267578, 1093.7342643737793, UNKNOWN
train_test_split .. , 26.61871910095215, 1120.3529834747314, UNKNOWN
train_test_split .. , 763.3976936340332, 1883.7506771087646, UNKNOWN
train_test_split .. , 103.99127006530762, 1987.7419471740723, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 21.309375762939453, 21.309375762939453, UNKNOWN
data = patients.merge .. , 21.987438201904297, 43.29681396484375, UNKNOWN
complications = data.groupby .. , 8.51130485534668, 51.80811882019043, UNKNOWN
data = data.merge(complications .. , 16.508102416992188, 68.31622123718262, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.458438873291016, 85.77466011047363, UNKNOWN
data = data[['smoker', 'las .. , 93.37067604064941, 179.14533615112305, UNKNOWN
train_test_split .. , 12.0086669921875, 191.15400314331055, UNKNOWN
train_test_split .. , 868.236780166626, 1059.3907833099365, UNKNOWN
train_test_split .. , 101.46927833557129, 1160.8600616455078, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 96.5280532836914, 1257.3881149291992, UNKNOWN
data = patients.merge .. , 20.026445388793945, 1277.4145603179932, UNKNOWN
complications = data.groupby .. , 9.535551071166992, 1286.9501113891602, UNKNOWN
data = data.merge(complications .. , 15.02680778503418, 1301.9769191741943, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.511844635009766, 1319.488763809204, UNKNOWN
data = data[['smoker', 'las .. , 24.12247657775879, 1343.611240386963, UNKNOWN
train_test_split .. , 35.03561019897461, 1378.6468505859375, UNKNOWN
train_test_split .. , 739.389181137085, 2118.0360317230225, UNKNOWN
train_test_split .. , 95.34788131713867, 2213.383913040161, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 20.02859115600586, 2233.412504196167, UNKNOWN
data = patients.merge .. , 21.043777465820312, 2254.4562816619873, UNKNOWN
complications = data.groupby .. , 8.014917373657227, 2262.4711990356445, UNKNOWN
data = data.merge(complications .. , 16.531705856323242, 2279.002904891968, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.663955688476562, 2296.6668605804443, UNKNOWN
data = data[['smoker', 'las .. , 18.51511001586914, 2315.1819705963135, UNKNOWN
train_test_split .. , 14.528989791870117, 2329.7109603881836, UNKNOWN
train_test_split .. , 777.442455291748, 3107.1534156799316, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.026641845703125, 14.026641845703125, UNKNOWN
data = patients.merge .. , 19.038915634155273, 33.0655574798584, UNKNOWN
complications = data.groupby .. , 4.595279693603516, 37.660837173461914, UNKNOWN
data = data.merge(complications .. , 17.270326614379883, 54.9311637878418, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.111539840698242, 72.04270362854004, UNKNOWN
data = data[['smoker', 'las .. , 96.29392623901367, 168.3366298675537, UNKNOWN
train_test_split .. , 12.518644332885742, 180.85527420043945, UNKNOWN
train_test_split .. , 785.2396965026855, 966.094970703125, UNKNOWN
train_test_split .. , 107.27262496948242, 1073.3675956726074, UNKNOWN
